unit_id,unit_name,DName2016,median_rent,n_rent,median_price,n_sale,income_unit,median_monthly_income_ugx,households,income_log_sd,gini,survey_median_rent_ugx,cpi_uplift,unhs_subregion,source_note,income_source,rent_to_income,price_to_income,share_can_afford,share_cannot_afford,income_needed,affordability_gap_ugx,listing_vs_survey_rent,census_households,households_cannot_afford
Mukono/Nagojje,Nagojje,Mukono,,,,,,,,,,,,,,,,,,,,,,11367.0,
Mukono/Kyampisi,Kyampisi,Mukono,,,250000000.0,6.0,Mukono,380816.13962736866,,0.8242623642969309,0.44,,1.2969,Buganda North,"Sub-region value (Buganda North also covers Kayunga, Mubende etc.); replace with district estimate from microdata; Gini: district value from UBOS/UNICEF/World Bank Poverty Map report (Oct 2019), Wakiso 0.45, Mukono 0.44+",parish_model,,54.707065077963605,,,,,,23279.0,
Wakiso/Masuliita,Masuliita,Wakiso,,,,,,,,,,,,,,,,,,,,,,3984.0,
Wakiso/Masulita Town Council,Masulita Town Council,Wakiso,,,65000000.0,1.0,Wakiso,243672.93315721038,,0.8453604772951238,0.45,,1.2969,Buganda South,"Sub-region value (Buganda South also covers Masaka, Mpigi, Rakai etc.); replace with district estimate from microdata; Gini: district value from UBOS/UNICEF/World Bank Poverty Map report (Oct 2019), Wakiso 0.45, Mukono 0.44+",parish_model,,,,,,,,4782.0,
Wakiso/Mende,Mende,Wakiso,,,,,Wakiso,368635.3610352724,,0.8453604772951238,0.45,,1.2969,Buganda South,"Sub-region value (Buganda South also covers Masaka, Mpigi, Rakai etc.); replace with district estimate from microdata; Gini: district value from UBOS/UNICEF/World Bank Poverty Map report (Oct 2019), Wakiso 0.45, Mukono 0.44+",parish_model,,,,,,,,15877.0,
Wakiso/Namayumba Town Council,Namayumba Town Council,Wakiso,,,15000000.0,1.0,Wakiso,281424.03486255044,,0.8453604772951238,0.45,,1.2969,Buganda South,"Sub-region value (Buganda South also covers Masaka, Mpigi, Rakai etc.); replace with district estimate from microdata; Gini: district value from UBOS/UNICEF/World Bank Poverty Map report (Oct 2019), Wakiso 0.45, Mukono 0.44+",parish_model,,,,,,,,6841.0,
Wakiso/Kyengera Town Council,Kyengera Town Council,Wakiso,375000.0,6.0,150000000.0,25.0,Wakiso,577125.1132724906,,0.8453604772951238,0.45,,1.2969,Buganda South,"Sub-region value (Buganda South also covers Masaka, Mpigi, Rakai etc.); replace with district estimate from microdata; Gini: district value from UBOS/UNICEF/World Bank Poverty Map report (Oct 2019), Wakiso 0.45, Mukono 0.44+",parish_model,0.649772452066114,21.659081735537132,0.1803024004042324,0.8196975995957676,1250000.0,672874.8867275094,,74865.0,61366.660793737145
Wakiso/Wakiso,Wakiso,Wakiso,575000.0,2.0,105000000.0,30.0,Wakiso,577918.9275506617,,0.8453604772951238,0.45,,1.2969,Buganda South,"Sub-region value (Buganda South also covers Masaka, Mpigi, Rakai etc.); replace with district estimate from microdata; Gini: district value from UBOS/UNICEF/World Bank Poverty Map report (Oct 2019), Wakiso 0.45, Mukono 0.44+",parish_model,,15.14053197233786,,,1916666.6666666667,1338747.7391160051,,98504.0,
Wakiso/Wakiso Town Council,Wakiso Town Council,Wakiso,1100000.0,57.0,300000000.0,362.0,Wakiso,623730.7282843976,,0.8453604772951238,0.45,,1.2969,Buganda South,"Sub-region value (Buganda South also covers Masaka, Mpigi, Rakai etc.); replace with district estimate from microdata; Gini: district value from UBOS/UNICEF/World Bank Poverty Map report (Oct 2019), Wakiso 0.45, Mukono 0.44+",parish_model,1.763581542672436,40.081398697100816,0.018070290207878204,0.9819297097921218,3666666.666666667,3042935.9383822693,,26627.0,26145.842382634826
Wakiso/Kira Division,Kira Division,Wakiso,1000000.0,425.0,530000000.0,715.0,Wakiso,878723.8000280585,,0.8453604772951238,0.45,,1.2969,Buganda South,"Sub-region value (Buganda South also covers Masaka, Mpigi, Rakai etc.); replace with district estimate from microdata; Gini: district value from UBOS/UNICEF/World Bank Poverty Map report (Oct 2019), Wakiso 0.45, Mukono 0.44+",parish_model,1.1380140152890692,50.26228567526723,0.057380891174206194,0.9426191088257938,3333333.3333333335,2454609.5333052753,,29571.0,27874.18966708755
Wakiso/Kajjansi Town Council,Kajjansi Town Council,Wakiso,1000000.0,13.0,550000000.0,314.0,Wakiso,570851.4479902758,,0.8453604772951238,0.45,,1.2969,Buganda South,"Sub-region value (Buganda South also covers Masaka, Mpigi, Rakai etc.); replace with district estimate from microdata; Gini: district value from UBOS/UNICEF/World Bank Poverty Map report (Oct 2019), Wakiso 0.45, Mukono 0.44+",parish_model,1.75176922738932,80.2894229220105,0.018426337437114304,0.9815736625628857,3333333.3333333335,2762481.8853430576,,36201.0,35533.94815843902
Buikwe/Wakisi Division,Wakisi Division,Buikwe,,,,,,,,,,,,,,,,,,,,,,14837.0,
Mukono/Ntunda,Ntunda,Mukono,,,,,,,,,,,,,,,,,,,,,,4317.0,
Mpigi/Kammengo,Kammengo,Mpigi,,,,,,,,,,,,,,,,,,,,,,13869.0,
Mpigi/Mpigi Town Council,Mpigi Town Council,Mpigi,,,165000000.0,9.0,Mpigi,338577.6946412685,,0.7991840370393758,0.428,,1.2969,Buganda South,Sub-region value; replace with district estimate from microdata,parish_model,,40.61106274165068,,,,,,12173.0,
Mpigi/Muduuma,Muduuma,Mpigi,,,,,,,,,,,,,,,,,,,,,,13562.0,
Mpigi/Kiringente,Kiringente,Mpigi,,,290000000.0,1.0,Mpigi,370341.7617364589,,0.7991840370393758,0.428,,1.2969,Buganda South,Sub-region value; replace with district estimate from microdata,parish_model,,,,,,,,8491.0,
Wakiso/Busukuma Division,Busukuma Division,Wakiso,,,270000000.0,16.0,Wakiso,411576.5252359713,,0.8453604772951238,0.45,,1.2969,Buganda South,"Sub-region value (Buganda South also covers Masaka, Mpigi, Rakai etc.); replace with district estimate from microdata; Gini: district value from UBOS/UNICEF/World Bank Poverty Map report (Oct 2019), Wakiso 0.45, Mukono 0.44+",parish_model,,54.66784090054689,,,,,,19858.0,
Mukono/Goma Division,Goma Division,Mukono,500000.0,64.0,250000000.0,176.0,Mukono,669080.1534704487,,0.8242623642969309,0.44,,1.2969,Buganda North,"Sub-region value (Buganda North also covers Kayunga, Mubende etc.); replace with district estimate from microdata; Gini: district value from UBOS/UNICEF/World Bank Poverty Map report (Oct 2019), Wakiso 0.45, Mukono 0.44+",parish_model,0.7472946214389298,31.13727589328874,0.13408964083517194,0.8659103591648281,1666666.6666666667,997586.5131962181,,53876.0,46651.786510364276
Mukono/Nabbaale,Nabbaale,Mukono,,,600000000.0,1.0,Mukono,292714.68529938255,,0.8242623642969309,0.44,,1.2969,Buganda North,"Sub-region value (Buganda North also covers Kayunga, Mubende etc.); replace with district estimate from microdata; Gini: district value from UBOS/UNICEF/World Bank Poverty Map report (Oct 2019), Wakiso 0.45, Mukono 0.44+",parish_model,,,,,,,,4606.0,
Mukono/Seeta Namuganga,Seeta Namuganga,Mukono,,,,,,,,,,,,,,,,,,,,,,8132.0,
Buikwe/Buikwe,Buikwe,Buikwe,,,,,,,,,,,,,,,,,,,,,,4888.0,
Buikwe/Ssi-Bukunja,Ssi-Bukunja,Buikwe,,,,,Buikwe,214774.76846180836,,0.6279941195274209,0.343,,1.2969,Buganda North,Sub-region value; replace with district estimate from microdata,parish_model,,,,,,,,9060.0,
Buikwe/Ngogwe,Ngogwe,Buikwe,,,,,,,,,,,,,,,,,,,,,,10851.0,
Buikwe/Najja,Najja,Buikwe,,,,,Buikwe,236732.1125829735,,0.6279941195274209,0.343,,1.2969,Buganda North,Sub-region value; replace with district estimate from microdata,parish_model,,,,,,,,12112.0,
Buikwe/Nyenga Division,Nyenga Division,Buikwe,,,,,,,,,,,,,,,,,,,,,,13929.0,
Wakiso/Namayumba,Namayumba,Wakiso,,,,,,,,,,,,,,,,,,,,,,6139.0,
Mukono/Kimenyedde,Kimenyedde,Mukono,,,,,,,,,,,,,,,,,,,,,,8697.0,
Luwero/Makulubita,Makulubita,Luwero,,,300000000.0,2.0,Luwero,264363.6143570057,,0.6279941195274209,0.343,,1.2969,Buganda North,Sub-region value; replace with district estimate from microdata,parish_model,,,,,,,,12707.0,
Luwero/Luwero,Luwero,Luwero,,,,,Luwero,244085.46716312863,,0.6279941195274209,0.343,,1.2969,Buganda North,Sub-region value; replace with district estimate from microdata,parish_model,,,,,,,,11805.0,
Luwero/Kikyusa,Kikyusa,Luwero,,,,,,,,,,,,,,,,,,,,,,6640.0,
Luwero/Zirobwe,Zirobwe,Luwero,,,,,Luwero,205307.70912968792,,0.6279941195274209,0.343,,1.2969,Buganda North,Sub-region value; replace with district estimate from microdata,parish_model,,,,,,,,10435.0,
Luwero/Katikamu,Katikamu,Luwero,,,,,,,,,,,,,,,,,,,,,,15123.0,
Luwero/Wobulenzi Town Council,Wobulenzi Town Council,Luwero,,,,,,,,,,,,,,,,,,,,,,,
Luwero/Bamunanika,Bamunanika,Luwero,,,,,,,,,,,,,,,,,,,,,,6088.0,
Luwero/Nyimbwa,Nyimbwa,Luwero,,,,,,,,,,,,,,,,,,,,,,8270.0,
Luwero/Kalagala,Kalagala,Luwero,,,210000000.0,6.0,Luwero,339601.9646456719,,0.6279941195274209,0.343,,1.2969,Buganda North,Sub-region value; replace with district estimate from microdata,parish_model,,51.530915076592244,,,,,,18427.0,
Luwero/Bombo Town Council,Bombo Town Council,Luwero,5180000.0,1.0,49000000.0,2.0,Luwero,509641.3689007782,,0.6279941195274209,0.343,,1.2969,Buganda North,Sub-region value; replace with district estimate from microdata,parish_model,,,,,17266666.666666668,16757025.29776589,,7601.0,
Luwero/Butuntumula,Butuntumula,Luwero,,,,,Luwero,227034.11957169118,,0.6279941195274209,0.343,,1.2969,Buganda North,Sub-region value; replace with district estimate from microdata,parish_model,,,,,,,,11191.0,
Luwero/Kamira,Kamira,Luwero,,,,,,,,,,,,,,,,,,,,,,6463.0,
Mukono/Mpatta,Mpatta,Mukono,,,,,,,,,,,,,,,,,,,,,,6060.0,
Wakiso/Katabi  Town Council,Katabi  Town Council,Wakiso,1250000.0,21.0,450000000.0,48.0,Wakiso,639371.6111962541,,0.8453604772951238,0.45,,1.2969,Buganda South,"Sub-region value (Buganda South also covers Masaka, Mpigi, Rakai etc.); replace with district estimate from microdata; Gini: district value from UBOS/UNICEF/World Bank Poverty Map report (Oct 2019), Wakiso 0.45, Mukono 0.44+",parish_model,1.9550445751904277,58.65133725571283,0.013302591030180055,0.98669740896982,4166666.666666667,3527295.0554704126,,48515.0,47869.624796170814
Luwero/Luwero Town Council,Luwero Town Council,Luwero,,,,,,,,,,,,,,,,,,,,,,20706.0,
Buikwe/Buikwe Town Council,Buikwe Town Council,Buikwe,,,,,,,,,,,,,,,,,,,,,,5332.0,
Buikwe/Kawolo Division,Kawolo Division,Buikwe,,,,,,,,,,,,,,,,,,,,,,13856.0,
Buikwe/Central Division,Central Division,Buikwe,,,140000000.0,1.0,Buikwe,504506.2597888346,,0.6279941195274209,0.343,,1.2969,Buganda North,Sub-region value; replace with district estimate from microdata,parish_model,,,,,,,,11831.0,
Buikwe/Najjembe Division,Najjembe Division,Buikwe,,,180000000.0,1.0,Buikwe,252160.30435485436,,0.6279941195274209,0.343,,1.2969,Buganda North,Sub-region value; replace with district estimate from microdata,parish_model,,,,,,,,9872.0,
Buikwe/Njeru Division,Njeru Division,Buikwe,,,,,,,,,,,,,,,,,,,,,,24956.0,
Buikwe/Nkokonjeru Town Council,Nkokonjeru Town Council,Buikwe,,,,,,,,,,,,,,,,,,,,,,3966.0,
Mpigi/Buwama,Buwama,Mpigi,,,,,,,,,,,,,,,,,,,,,,14065.0,
Wakiso/Bussi,Bussi,Wakiso,,,,,,,,,,,,,,,,,,,,,,4413.0,
Mpigi/Kituntu,Kituntu,Mpigi,,,,,,,,,,,,,,,,,,,,,,4645.0,
Mpigi/Nkozi,Nkozi,Mpigi,,,,,,,,,,,,,,,,,,,,,,12264.0,
Mukono/Mpunge,Mpunge,Mukono,,,,,,,,,,,,,,,,,,,,,,4711.0,
Mukono/Nama,Nama,Mukono,,,,,,,,,,,,,,,,,,,,,,29096.0,
Mukono/Ntenjeru,Ntenjeru,Mukono,,,,,,,,,,,,,,,,,,,,,,5776.0,
Mukono/Central Division,Central Division,Mukono,300000.0,21.0,182500000.0,132.0,Mukono,619255.5136357785,,0.8242623642969309,0.44,,1.2969,Buganda North,"Sub-region value (Buganda North also covers Kayunga, Mubende etc.); replace with district estimate from microdata; Gini: district value from UBOS/UNICEF/World Bank Poverty Map report (Oct 2019), Wakiso 0.45, Mukono 0.44+",parish_model,0.4844526910041339,24.559060030070675,0.2804808838535353,0.7195191161464647,1000000.0,380744.48636422155,,37850.0,27233.798546143687
Mukono/Kasawo,Kasawo,Mukono,,,,,Mukono,249404.51130526728,,0.8242623642969309,0.44,,1.2969,Buganda North,"Sub-region value (Buganda North also covers Kayunga, Mubende etc.); replace with district estimate from microdata; Gini: district value from UBOS/UNICEF/World Bank Poverty Map report (Oct 2019), Wakiso 0.45, Mukono 0.44+",parish_model,,,,,,,,9939.0,
Wakiso/Nansana Division,Nansana Division,Wakiso,300000.0,7.0,100000000.0,58.0,Wakiso,620389.7230255629,,0.8453604772951238,0.45,,1.2969,Buganda South,"Sub-region value (Buganda South also covers Masaka, Mpigi, Rakai etc.); replace with district estimate from microdata; Gini: district value from UBOS/UNICEF/World Bank Poverty Map report (Oct 2019), Wakiso 0.45, Mukono 0.44+",parish_model,0.483567004522476,13.432416792290999,0.286125900121457,0.713874099878543,1000000.0,379610.27697443706,,60232.0,42998.0647838844
Wakiso/Bunamwaya Division,Bunamwaya Division,Wakiso,2100000.0,32.0,1961000000.0,43.0,Wakiso,700999.6053142225,,0.8453604772951238,0.45,,1.2969,Buganda South,"Sub-region value (Buganda South also covers Masaka, Mpigi, Rakai etc.); replace with district estimate from microdata; Gini: district value from UBOS/UNICEF/World Bank Poverty Map report (Oct 2019), Wakiso 0.45, Mukono 0.44+",parish_model,2.9957220861182607,233.1194845586472,0.0032433982286486085,0.9967566017713514,7000000.0,6299000.394685778,,23969.0,23891.25898785752
Wakiso/Masajja Division,Masajja Division,Wakiso,800000.0,9.0,360000000.0,32.0,Wakiso,647387.8703414069,,0.8453604772951238,0.45,,1.2969,Buganda South,"Sub-region value (Buganda South also covers Masaka, Mpigi, Rakai etc.); replace with district estimate from microdata; Gini: district value from UBOS/UNICEF/World Bank Poverty Map report (Oct 2019), Wakiso 0.45, Mukono 0.44+",parish_model,1.2357352317677985,46.340071191292445,0.047006570379567014,0.952993429620433,2666666.666666667,2019278.79632526,,53343.0,50835.52851624275
Wakiso/Bweyogerere Division,Bweyogerere Division,Wakiso,800000.0,49.0,220000000.0,35.0,Wakiso,688680.8441121042,,0.8453604772951238,0.45,,1.2969,Buganda South,"Sub-region value (Buganda South also covers Masaka, Mpigi, Rakai etc.); replace with district estimate from microdata; Gini: district value from UBOS/UNICEF/World Bank Poverty Map report (Oct 2019), Wakiso 0.45, Mukono 0.44+",parish_model,1.1616411387649621,26.620942763363715,0.05463811305685862,0.9453618869431414,2666666.666666667,1977985.8225545627,,45496.0,43010.18440836516
Wakiso/Namugongo Division,Namugongo Division,Wakiso,700000.0,436.0,380000000.0,364.0,Wakiso,846438.1758170899,,0.8453604772951238,0.45,,1.2969,Buganda South,"Sub-region value (Buganda South also covers Masaka, Mpigi, Rakai etc.); replace with district estimate from microdata; Gini: district value from UBOS/UNICEF/World Bank Poverty Map report (Oct 2019), Wakiso 0.45, Mukono 0.44+",parish_model,0.8269948355345279,37.411671131323885,0.11516539422970418,0.8848346057702958,2333333.3333333335,1486895.1575162436,,59302.0,52472.46179139008
Mukono/Koome Island,Koome Island,Mukono,,,,,,,,,,,,,,,,,,,,,,7783.0,
Kampala/Kawempe Division,Kawempe Division,Kampala,1200000.0,215.0,480000000.0,125.0,Kampala,848993.3366273185,,0.6260386068720724,0.342,,1.2969,Kampala,"UNHS 2019/20 report Table 5.21 (median monthly household income, cash + in-kind, 2019/20 total) and Table 6.10 (consumption Gini 2019/20)",parish_model,1.413438655204384,47.114621840146135,0.006645357466975699,0.9933546425330243,4000000.0,3151006.6633726815,,94222.0,93595.86112874662
Kampala/Nakawa Division,Nakawa Division,Kampala,2590000.0,937.0,1100000000.0,485.0,Kampala,987564.0181663551,,0.6260386068720724,0.342,,1.2969,Kampala,"UNHS 2019/20 report Table 5.21 (median monthly household income, cash + in-kind, 2019/20 total) and Table 6.10 (consumption Gini 2019/20)",parish_model,2.6226147898836416,92.82098677194354,0.00026682011133660755,0.9997331798886634,8633333.333333334,7645769.315166979,,132418.0,132382.66821449704
Kampala/Makindye Division,Makindye Division,Kampala,1800000.0,555.0,1200000000.0,257.0,Kampala,842602.5199347212,,0.6260386068720724,0.342,,1.2969,Kampala,"UNHS 2019/20 report Table 5.21 (median monthly household income, cash + in-kind, 2019/20 total) and Table 6.10 (consumption Gini 2019/20)",parish_model,2.136238567313389,118.67992040629939,0.0008574551821094456,0.9991425448178906,6000000.0,5157397.480065279,,110313.0,110218.41154649596
Kampala/Rubaga Division,Rubaga Division,Kampala,600000.0,53.0,600000000.0,63.0,Kampala,813644.1257365082,,0.6260386068720724,0.342,,1.2969,Kampala,"UNHS 2019/20 report Table 5.21 (median monthly household income, cash + in-kind, 2019/20 total) and Table 6.10 (consumption Gini 2019/20)",parish_model,0.7374231325727103,61.45192771439252,0.07541304471604404,0.924586955283956,2000000.0,1186355.874263492,,113516.0,104955.41281601354
Kampala/Central Division,Central Division,Kampala,5550000.0,391.0,1120000000.0,169.0,Kampala,786064.9306079024,,0.6260386068720724,0.342,,1.2969,Kampala,"UNHS 2019/20 report Table 5.21 (median monthly household income, cash + in-kind, 2019/20 total) and Table 6.10 (consumption Gini 2019/20)",parish_model,7.060485443241838,118.73489033679968,2.265299806625265e-07,0.9999997734700193,18500000.0,17713935.069392096,,29046.0,29045.993420210183
